Name,IDA Count,INVA Count,AND2 Count,OR2 Count,XOR2 Count,NAND2 Count,NOR2 Count,XNOR2 Count,Count of Used Gates,Compressed Chr Size,a XOR b XOR c XOR d Count,(a AND b) XOR (c AND d) Count,Variability of Implementation of the Highest Bit of Product,"[Sum of All Gates, Sum of Used Gates by CGP]"
mult8_cgp14ep_ep64716_wc2932_wtmcla,60,31,91,47,56,35,22,31,373,3068,28,16,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 373]"
mult8_cgp14ep_ep64716_wc2935_wtmcla,53,29,80,54,54,28,29,22,349,3092,22,16,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 349]"
mult8_cgp14ep_ep64716_wc2_2_wtmcla,19,5,199,63,118,10,13,7,434,2880,84,38,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 434]"
mult8_cgp14ep_ep64716_wc2_wtmcla,12,7,200,69,110,8,4,9,419,2903,79,38,"[0, 0, 10, 1, 5, 0, 0, 0]","[490, 419]"
mult8_cgp14ep_ep64716_wc311_wtmcla,39,14,126,55,80,12,19,19,364,3014,52,22,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 364]"
mult8_cgp14ep_ep64716_wc314_wtmcla,25,9,127,55,82,14,19,21,352,2987,52,24,"[0, 0, 5, 4, 5, 0, 0, 0]","[490, 352]"
mult8_cgp14ep_ep64716_wc316_wtmcla,36,16,131,55,84,11,11,14,358,3003,49,22,"[0, 0, 6, 4, 1, 0, 0, 0]","[490, 358]"
mult8_cgp14ep_ep64716_wc31750_wtmcla,54,46,59,39,37,39,37,48,359,3111,1,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 359]"
mult8_cgp14ep_ep64716_wc31874_wtmcla,60,47,60,38,32,50,49,49,385,3145,0,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 385]"
mult8_cgp14ep_ep64716_wc318_wtmcla,40,21,129,52,78,16,16,12,364,2991,52,24,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 364]"
mult8_cgp14ep_ep64716_wc319_2_wtmcla,31,18,131,58,77,16,10,16,357,2967,50,24,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 357]"
mult8_cgp14ep_ep64716_wc319_3_wtmcla,38,10,141,65,81,10,14,15,374,2993,56,26,"[0, 0, 4, 2, 4, 0, 0, 0]","[490, 374]"
mult8_cgp14ep_ep64716_wc319_4_wtmcla,44,8,135,54,87,12,6,18,364,2998,58,24,"[0, 0, 12, 7, 1, 0, 0, 0]","[490, 364]"
mult8_cgp14ep_ep64716_wc319_5_wtmcla,35,9,139,56,83,16,13,9,360,2993,52,26,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 360]"
mult8_cgp14ep_ep64716_wc319_wtmcla,53,15,129,51,79,11,18,13,369,3033,49,24,"[0, 0, 6, 4, 1, 0, 0, 0]","[490, 369]"
mult8_cgp14ep_ep64716_wc32004_wtmcla,45,43,58,44,44,44,44,50,372,3127,1,0,"[0, 0, 11, 9, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep64716_wc32130_wtmcla,61,51,64,37,41,38,30,48,370,3100,0,4,"[0, 0, 11, 9, 1, 0, 0, 0]","[490, 370]"
mult8_cgp14ep_ep64716_wc32258_2_wtmcla,62,41,59,45,35,43,39,46,370,3149,0,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 370]"
mult8_cgp14ep_ep64716_wc32258_3_wtmcla,61,49,44,55,41,38,33,43,364,3102,0,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 364]"
mult8_cgp14ep_ep64716_wc32258_wtmcla,69,46,58,41,50,39,35,39,377,3145,4,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 377]"
mult8_cgp14ep_ep64716_wc32259_wtmcla,62,42,60,54,45,30,43,36,372,3098,1,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep64716_wc32260_2_wtmcla,65,25,77,48,38,36,41,42,372,3107,1,6,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep64716_wc32260_wtmcla,63,47,59,48,31,39,35,41,363,3097,0,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 363]"
mult8_cgp14ep_ep64716_wc32261_wtmcla,59,42,68,48,32,40,42,39,370,3124,1,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 370]"
mult8_cgp14ep_ep64716_wc32268_wtmcla,61,47,67,46,36,40,21,40,358,3104,0,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 358]"
mult8_cgp14ep_ep64716_wc32274_wtmcla,70,36,69,37,36,40,36,37,361,3083,1,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 361]"
mult8_cgp14ep_ep64716_wc32276_wtmcla,64,42,58,50,41,37,33,43,368,3127,2,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 368]"
mult8_cgp14ep_ep64716_wc32282_wtmcla,55,36,64,61,44,33,36,45,374,3094,3,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 374]"
mult8_cgp14ep_ep64716_wc32289_2_wtmcla,68,31,58,50,33,49,42,35,366,3090,0,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 366]"
mult8_cgp14ep_ep64716_wc32289_wtmcla,52,38,67,46,40,30,48,47,368,3080,0,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 368]"
mult8_cgp14ep_ep64716_wc32291_wtmcla,55,42,56,46,40,48,35,49,371,3103,1,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 371]"
mult8_cgp14ep_ep64716_wc32321_wtmcla,57,44,52,37,46,42,45,46,369,3126,2,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 369]"
mult8_cgp14ep_ep64716_wc32322_wtmcla,53,32,63,53,44,38,46,30,359,3126,0,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 359]"
mult8_cgp14ep_ep64716_wc32515_wtmcla,59,38,55,58,32,48,42,48,380,3130,2,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 380]"
mult8_cgp14ep_ep64716_wc32770_wtmcla,55,38,49,47,38,49,33,39,348,3092,0,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 348]"
mult8_cgp14ep_ep64716_wc33_2_wtmcla,21,6,177,65,107,8,10,7,401,2907,78,32,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 401]"
mult8_cgp14ep_ep64716_wc33_wtmcla,30,13,166,63,105,5,6,10,398,2951,69,32,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 398]"
mult8_cgp14ep_ep64716_wc3424_wtmcla,53,31,79,56,63,23,32,32,369,3105,16,12,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 369]"
mult8_cgp14ep_ep64716_wc3434_wtmcla,52,34,92,46,54,23,31,23,355,3105,19,12,"[0, 0, 7, 5, 1, 0, 0, 0]","[490, 355]"
mult8_cgp14ep_ep64716_wc34_wtmcla,23,11,170,63,102,10,7,7,393,2910,70,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 393]"
mult8_cgp14ep_ep64716_wc3545_wtmcla,56,18,78,53,52,30,38,35,360,3107,16,8,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 360]"
mult8_cgp14ep_ep64716_wc3556_wtmcla,57,31,78,40,54,30,29,27,346,3092,19,10,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 346]"
mult8_cgp14ep_ep64716_wc3565_wtmcla,51,34,75,51,58,32,35,41,377,3117,15,10,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 377]"
mult8_cgp14ep_ep64716_wc3585_wtmcla,59,22,79,62,54,32,31,31,370,3104,14,12,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 370]"
mult8_cgp14ep_ep64716_wc3605_wtmcla,67,32,80,43,57,29,23,34,365,3091,16,10,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 365]"
mult8_cgp14ep_ep64716_wc3629_wtmcla,51,27,84,51,52,32,22,35,354,3055,15,12,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 354]"
mult8_cgp14ep_ep64716_wc3644_wtmcla,57,33,83,54,59,31,19,21,357,3073,20,14,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 357]"
mult8_cgp14ep_ep64716_wc3654_wtmcla,56,30,88,54,45,27,34,25,359,3091,13,8,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 359]"
mult8_cgp14ep_ep64716_wc386_wtmcla,36,21,125,52,81,19,15,13,362,3009,50,26,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 362]"
mult8_cgp14ep_ep64716_wc394_wtmcla,48,20,121,56,79,15,9,10,358,3008,49,26,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 358]"
mult8_cgp14ep_ep64716_wc395_2_wtmcla,27,22,132,64,80,16,10,21,372,3018,49,22,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep64716_wc395_wtmcla,48,24,133,56,73,13,16,13,376,3014,44,18,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 376]"
mult8_cgp14ep_ep64716_wc396_2_wtmcla,37,19,133,56,78,18,16,8,365,3018,48,24,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 365]"
mult8_cgp14ep_ep64716_wc396_wtmcla,37,15,135,55,78,21,18,9,368,3015,48,28,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 368]"
mult8_cgp14ep_ep64716_wc398_wtmcla,38,13,125,55,73,14,16,17,351,2971,48,26,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 351]"
mult8_cgp14ep_ep64716_wc3_wtmcla,15,8,193,74,115,11,13,3,432,2907,84,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 432]"
mult8_cgp14ep_ep64716_wc40_wtmcla,30,13,165,55,97,10,13,14,397,2948,69,30,"[0, 0, 8, 3, 5, 0, 0, 0]","[490, 397]"
mult8_cgp14ep_ep64716_wc41794_wtmcla,46,42,62,57,38,49,34,50,378,3108,1,0,"[0, 0, 11, 9, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep64716_wc42_wtmcla,23,10,164,63,106,5,10,8,389,2929,74,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 389]"
mult8_cgp14ep_ep64716_wc4310_wtmcla,54,30,80,44,51,32,38,30,359,3099,16,10,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 359]"
mult8_cgp14ep_ep64716_wc43_2_wtmcla,23,14,167,59,93,10,13,12,391,2947,69,30,"[0, 0, 9, 2, 4, 0, 0, 0]","[490, 391]"
mult8_cgp14ep_ep64716_wc43_3_wtmcla,27,11,172,57,98,12,8,10,395,2963,69,32,"[0, 0, 6, 4, 1, 0, 0, 0]","[490, 395]"
mult8_cgp14ep_ep64716_wc43_4_wtmcla,21,14,166,65,96,8,10,9,389,2944,71,32,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 389]"
mult8_cgp14ep_ep64716_wc43_5_wtmcla,28,10,166,65,102,11,9,15,406,2933,74,32,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 406]"
mult8_cgp14ep_ep64716_wc43_wtmcla,20,16,162,64,98,11,7,8,386,2929,69,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 386]"
mult8_cgp14ep_ep64716_wc4461_wtmcla,56,30,87,46,57,23,37,27,363,3109,13,8,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 363]"
mult8_cgp14ep_ep64716_wc4464_wtmcla,68,20,84,50,43,34,33,32,364,3071,15,10,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 364]"
mult8_cgp14ep_ep64716_wc4489_wtmcla,55,24,88,50,58,20,24,34,353,3067,15,10,"[0, 0, 9, 6, 1, 0, 0, 0]","[490, 353]"
mult8_cgp14ep_ep64716_wc4521_wtmcla,57,39,70,48,45,42,30,28,359,3086,9,12,"[0, 0, 12, 7, 1, 0, 0, 0]","[490, 359]"
mult8_cgp14ep_ep64716_wc4524_wtmcla,60,26,83,48,46,32,31,27,353,3072,14,12,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 353]"
mult8_cgp14ep_ep64716_wc4551_wtmcla,49,28,88,52,56,26,25,36,360,3095,15,12,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 360]"
mult8_cgp14ep_ep64716_wc4552_wtmcla,54,35,75,51,41,38,26,37,357,3078,10,6,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 357]"
mult8_cgp14ep_ep64716_wc4563_wtmcla,48,12,109,51,64,21,17,27,349,3035,22,16,"[0, 0, 2, 3, 2, 0, 0, 0]","[490, 349]"
mult8_cgp14ep_ep64716_wc4572_wtmcla,46,28,79,47,60,31,34,34,359,3075,14,10,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 359]"
mult8_cgp14ep_ep64716_wc47619_wtmcla,59,38,50,47,52,40,35,44,365,3121,0,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 365]"
mult8_cgp14ep_ep64716_wc48642_wtmcla,58,32,59,52,34,41,48,37,361,3099,0,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 361]"
mult8_cgp14ep_ep64716_wc491_2_wtmcla,44,14,122,61,71,25,15,12,364,3023,42,20,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 364]"
mult8_cgp14ep_ep64716_wc491_wtmcla,40,14,121,52,73,21,21,14,356,3036,42,22,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 356]"
mult8_cgp14ep_ep64716_wc494_wtmcla,41,10,131,59,76,21,14,10,362,3021,46,20,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 362]"
mult8_cgp14ep_ep64716_wc495_wtmcla,43,16,123,54,68,15,16,19,354,3010,43,18,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 354]"
mult8_cgp14ep_ep64716_wc496_wtmcla,47,8,124,56,72,14,16,19,356,2995,48,22,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 356]"
mult8_cgp14ep_ep64716_wc497_2_wtmcla,49,17,121,53,80,16,16,13,365,3020,49,22,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 365]"
mult8_cgp14ep_ep64716_wc497_3_wtmcla,36,18,132,56,80,12,10,18,362,3005,47,26,"[0, 0, 6, 4, 1, 0, 0, 0]","[490, 362]"
mult8_cgp14ep_ep64716_wc497_wtmcla,47,18,116,55,73,11,15,18,353,3003,41,18,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 353]"
mult8_cgp14ep_ep64716_wc4_2_wtmcla,16,9,192,68,108,8,3,14,418,2890,78,36,"[0, 0, 9, 2, 5, 0, 0, 0]","[490, 418]"
mult8_cgp14ep_ep64716_wc4_3_wtmcla,16,7,198,67,121,12,9,3,433,2889,87,38,"[0, 0, 6, 4, 1, 0, 0, 0]","[490, 433]"
mult8_cgp14ep_ep64716_wc4_4_wtmcla,18,6,198,65,115,10,8,9,429,2892,84,40,"[0, 0, 7, 5, 1, 0, 0, 0]","[490, 429]"
mult8_cgp14ep_ep64716_wc4_5_wtmcla,15,6,199,71,123,10,9,8,441,2909,82,36,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 441]"
mult8_cgp14ep_ep64716_wc4_wtmcla,15,15,184,66,116,11,9,5,421,2920,80,36,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 421]"
mult8_cgp14ep_ep64716_wc50_wtmcla,22,7,176,61,97,12,10,7,392,2927,69,30,"[0, 0, 12, 1, 5, 0, 0, 0]","[490, 392]"
mult8_cgp14ep_ep64716_wc5298_wtmcla,69,36,70,51,49,28,27,32,362,3118,10,8,"[0, 0, 6, 5, 3, 0, 0, 0]","[490, 362]"
mult8_cgp14ep_ep64716_wc53_wtmcla,30,5,167,68,92,9,8,10,389,2942,66,30,"[0, 0, 10, 2, 5, 0, 0, 0]","[490, 389]"
mult8_cgp14ep_ep64716_wc5408_wtmcla,57,22,84,47,56,28,39,31,364,3108,9,12,"[0, 0, 1, 4, 3, 0, 0, 0]","[490, 364]"
mult8_cgp14ep_ep64716_wc54_2_wtmcla,28,8,159,58,92,19,16,9,389,2946,70,30,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 389]"
mult8_cgp14ep_ep64716_wc54_3_wtmcla,26,9,170,63,97,6,8,8,387,2929,73,30,"[0, 0, 8, 2, 5, 0, 0, 0]","[490, 387]"
mult8_cgp14ep_ep64716_wc54_4_wtmcla,28,8,164,60,105,15,7,7,394,2945,72,30,"[0, 0, 9, 3, 5, 0, 0, 0]","[490, 394]"
mult8_cgp14ep_ep64716_wc54_wtmcla,33,7,156,59,100,9,13,10,387,2928,68,30,"[0, 0, 4, 3, 5, 0, 0, 0]","[490, 387]"
mult8_cgp14ep_ep64716_wc5507_wtmcla,52,37,61,48,52,44,32,36,362,3083,9,10,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 362]"
mult8_cgp14ep_ep64716_wc5548_wtmcla,61,28,85,52,56,32,27,31,372,3087,12,6,"[0, 0, 9, 6, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep64716_wc5590_wtmcla,53,46,74,46,46,35,34,27,361,3098,11,8,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 361]"
mult8_cgp14ep_ep64716_wc5605_wtmcla,69,26,70,47,52,39,27,38,368,3099,13,8,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 368]"
mult8_cgp14ep_ep64716_wc5669_wtmcla,56,31,80,50,55,29,36,24,361,3095,11,6,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 361]"
mult8_cgp14ep_ep64716_wc5698_wtmcla,50,46,69,47,56,28,44,22,362,3086,15,6,"[0, 0, 9, 6, 1, 0, 0, 0]","[490, 362]"
mult8_cgp14ep_ep64716_wc5701_wtmcla,57,24,95,43,63,22,23,28,355,3068,22,18,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 355]"
mult8_cgp14ep_ep64716_wc5709_wtmcla,66,20,102,52,66,19,24,21,370,3087,20,20,"[0, 0, 5, 5, 1, 0, 0, 0]","[490, 370]"
mult8_cgp14ep_ep64716_wc58886_wtmcla,66,40,61,48,42,31,44,36,368,3104,1,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 368]"
mult8_cgp14ep_ep64716_wc596_wtmcla,48,8,115,55,64,26,14,16,346,3017,42,18,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 346]"
mult8_cgp14ep_ep64716_wc5_2_wtmcla,20,8,196,73,111,5,7,8,428,2912,78,38,"[0, 0, 7, 3, 1, 0, 0, 0]","[490, 428]"
mult8_cgp14ep_ep64716_wc5_wtmcla,15,11,195,67,107,5,8,5,413,2907,76,38,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 413]"
mult8_cgp14ep_ep64716_wc600_wtmcla,39,16,127,51,74,26,22,15,370,3055,43,20,"[0, 0, 5, 1, 5, 0, 0, 0]","[490, 370]"
mult8_cgp14ep_ep64716_wc614_wtmcla,41,14,120,51,78,14,22,15,355,3020,42,24,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 355]"
mult8_cgp14ep_ep64716_wc615_wtmcla,44,20,118,58,69,14,16,20,359,3029,42,18,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 359]"
mult8_cgp14ep_ep64716_wc616_wtmcla,50,10,117,53,70,19,21,18,358,2997,42,22,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 358]"
mult8_cgp14ep_ep64716_wc61954_wtmcla,52,48,49,42,48,51,47,41,378,3141,2,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep64716_wc619_wtmcla,50,10,118,53,77,14,11,20,353,3023,41,20,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 353]"
mult8_cgp14ep_ep64716_wc620_2_wtmcla,39,17,131,64,72,14,10,17,364,3026,43,18,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 364]"
mult8_cgp14ep_ep64716_wc620_wtmcla,48,12,114,59,77,16,22,19,367,3026,45,24,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 367]"
mult8_cgp14ep_ep64716_wc621_2_wtmcla,43,13,123,58,77,14,14,15,357,3029,40,24,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 357]"
mult8_cgp14ep_ep64716_wc621_wtmcla,44,18,128,54,72,12,15,17,360,3021,43,20,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 360]"
mult8_cgp14ep_ep64716_wc62538_wtmcla,63,49,56,52,36,40,45,26,367,3115,1,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 367]"
mult8_cgp14ep_ep64716_wc64514_wtmcla,45,37,60,53,47,35,48,53,378,3116,3,4,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep64716_wc64770_wtmcla,58,50,53,50,47,45,33,38,374,3128,0,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 374]"
mult8_cgp14ep_ep64716_wc6688_wtmcla,46,35,66,50,44,28,33,48,350,3090,5,8,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 350]"
mult8_cgp14ep_ep64716_wc66_wtmcla,22,10,166,65,102,9,13,8,395,2968,75,28,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 395]"
mult8_cgp14ep_ep64716_wc67_2_wtmcla,22,8,170,62,99,8,7,11,387,2934,67,28,"[0, 0, 12, 1, 5, 0, 0, 0]","[490, 387]"
mult8_cgp14ep_ep64716_wc67_3_wtmcla,33,9,159,65,91,9,11,9,386,2962,68,30,"[0, 0, 5, 3, 1, 0, 0, 0]","[490, 386]"
mult8_cgp14ep_ep64716_wc67_4_wtmcla,35,7,168,57,98,7,9,9,390,2970,66,30,"[0, 0, 7, 2, 5, 0, 0, 0]","[490, 390]"
mult8_cgp14ep_ep64716_wc67_5_wtmcla,27,12,167,61,97,8,8,6,386,2964,67,32,"[0, 0, 6, 3, 5, 0, 0, 0]","[490, 386]"
mult8_cgp14ep_ep64716_wc67_wtmcla,25,15,167,54,97,5,8,13,384,2946,68,30,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 384]"
mult8_cgp14ep_ep64716_wc6925_wtmcla,50,35,68,51,52,29,29,31,345,3102,8,8,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 345]"
mult8_cgp14ep_ep64716_wc6928_wtmcla,62,20,71,45,50,30,29,44,351,3083,8,10,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 351]"
mult8_cgp14ep_ep64716_wc7017_wtmcla,64,27,65,53,55,26,38,38,366,3097,8,10,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 366]"
mult8_cgp14ep_ep64716_wc7040_wtmcla,61,27,73,54,40,35,37,37,364,3103,4,6,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 364]"
mult8_cgp14ep_ep64716_wc7072_wtmcla,42,26,79,53,55,36,41,26,358,3085,10,8,"[0, 0, 10, 7, 1, 0, 0, 0]","[490, 358]"
mult8_cgp14ep_ep64716_wc7104_wtmcla,50,43,70,51,50,30,32,35,361,3093,10,10,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 361]"
mult8_cgp14ep_ep64716_wc7108_wtmcla,60,44,82,59,42,36,22,30,375,3106,8,8,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep64716_wc7113_wtmcla,53,30,62,53,39,45,36,37,355,3103,9,10,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 355]"
mult8_cgp14ep_ep64716_wc759_wtmcla,46,13,115,52,72,20,18,23,359,3029,38,20,"[0, 0, 2, 2, 4, 0, 0, 0]","[490, 359]"
mult8_cgp14ep_ep64716_wc761_wtmcla,41,21,104,53,65,20,18,24,346,3031,38,16,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 346]"
mult8_cgp14ep_ep64716_wc766_wtmcla,49,16,112,61,75,21,16,11,361,3045,39,14,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 361]"
mult8_cgp14ep_ep64716_wc771_2_wtmcla,59,20,123,54,65,17,12,11,361,3036,43,16,"[0, 0, 2, 2, 3, 0, 0, 0]","[490, 361]"
mult8_cgp14ep_ep64716_wc771_3_wtmcla,46,18,110,57,71,14,22,17,355,3011,39,16,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 355]"
mult8_cgp14ep_ep64716_wc771_wtmcla,52,25,108,55,68,17,15,16,356,3023,36,18,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 356]"
mult8_cgp14ep_ep64716_wc772_wtmcla,45,21,119,52,69,12,14,21,353,3021,40,16,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 353]"
mult8_cgp14ep_ep64716_wc775_wtmcla,38,12,112,51,72,19,20,17,341,3018,39,16,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 341]"
mult8_cgp14ep_ep64716_wc776_wtmcla,48,20,104,48,71,15,24,20,350,3025,37,18,"[0, 0, 3, 5, 4, 0, 0, 0]","[490, 350]"
mult8_cgp14ep_ep64716_wc7778_wtmcla,72,29,71,60,52,30,28,25,367,3098,5,8,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 367]"
mult8_cgp14ep_ep64716_wc7_2_wtmcla,18,13,190,66,110,7,7,4,415,2915,77,36,"[0, 0, 5, 3, 1, 0, 0, 0]","[490, 415]"
mult8_cgp14ep_ep64716_wc7_3_wtmcla,20,6,187,74,115,7,5,4,418,2907,80,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 418]"
mult8_cgp14ep_ep64716_wc7_4_wtmcla,17,6,188,68,109,6,9,9,412,2912,79,36,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 412]"
mult8_cgp14ep_ep64716_wc7_5_wtmcla,16,4,192,67,115,7,7,6,414,2894,81,36,"[0, 0, 6, 3, 1, 0, 0, 0]","[490, 414]"
mult8_cgp14ep_ep64716_wc7_wtmcla,24,7,187,64,108,14,6,9,419,2896,78,36,"[0, 0, 7, 3, 5, 0, 0, 0]","[490, 419]"
mult8_cgp14ep_ep64716_wc81_wtmcla,28,16,152,55,87,11,14,15,378,2969,60,26,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep64716_wc82_wtmcla,34,12,153,63,88,11,11,10,382,2962,60,30,"[0, 0, 4, 4, 3, 0, 0, 0]","[490, 382]"
mult8_cgp14ep_ep64716_wc8327_wtmcla,54,37,74,45,53,37,29,38,367,3086,7,10,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 367]"
mult8_cgp14ep_ep64716_wc83_2_wtmcla,40,20,150,59,90,6,14,7,386,2936,64,32,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 386]"
mult8_cgp14ep_ep64716_wc83_3_wtmcla,29,9,162,62,90,9,7,9,377,2923,63,28,"[0, 0, 5, 4, 1, 0, 0, 0]","[490, 377]"
mult8_cgp14ep_ep64716_wc83_wtmcla,27,13,148,57,93,15,13,14,380,2987,61,26,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 380]"
mult8_cgp14ep_ep64716_wc84_wtmcla,20,7,157,62,100,11,12,12,381,2967,68,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 381]"
mult8_cgp14ep_ep64716_wc8640_wtmcla,75,28,74,40,40,37,43,25,362,3092,8,8,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 362]"
